CombatRank,ValueRank,ShockRank,ShockValueRank,Unit,Cost,SmallArms,HP,NormalizedHP,EffectiveDPS,Suppression,NormalizedSuppression,ShockDPS,ShockSuppression,ShockNormalizedSuppression,ATScore,CombatScore,ValueScore,IsShock,ShockCombatScore,ShockValueScore
172,339,185,303,AIRMOBILE GUN GROUP,55,9,9,0.5625,0.175,38.77,0.2737,0.407,38.77,0.2737,2.39,0.3303,0.6005,False,0.4346,0.7903
173,433,83,249,SPADOCHRONIARZE (PKM),60,9,9,0.5625,0.175,38.77,0.2737,0.55,45.61,0.322,1.8,0.3303,0.5505,True,0.5089,0.8482
174,179,137,111,PIONIERS (RL-83),45,9,9,0.5625,0.177,37.2,0.2626,0.454,43.76,0.309,1.29,0.3289,0.7308,True,0.4629,1.0287
175,439,106,279,Fs-EINSATZGRUPPE,60,8,8,0.5,0.219,39.04,0.2756,0.553,45.93,0.3242,3.49,0.3286,0.5477,True,0.4889,0.8148
176,180,181,141,RESERVISTEN,45,9,9,0.5625,0.18,35.73,0.2523,0.419,35.73,0.2523,1.57,0.3284,0.7297,False,0.4358,0.9685
177,77,90,30,ENGINEERS (FLASH),35,6,5,0.3125,0.24,77.73,0.5487,0.596,91.45,0.6456,0,0.3272,0.9348,True,0.5066,1.4473
178,506,174,460,SPADOCHRONIARZE,65,9,9,0.5625,0.161,40.73,0.2876,0.435,34.2,0.2414,1.57,0.3266,0.5025,True,0.4407,0.678
179,362,192,317,STŘELCI,55,9,9,0.5625,0.175,35.45,0.2502,0.407,35.45,0.2502,2.02,0.3256,0.592,False,0.43,0.7818
180,552,60,332,PARA. SAS,70,8,8,0.5,0.215,38.2,0.2697,0.608,64.42,0.4548,0,0.3256,0.4652,True,0.5397,0.771
181,40,250,42,HSF,30,10,10,0.625,0.137,31.86,0.2249,0.285,31.86,0.2249,0,0.3255,1.0851,False,0.3921,1.3068
182,263,115,151,N.G. ENGINEERS (M67),50,10,10,0.625,0.136,32.0,0.2259,0.461,37.65,0.2658,0.95,0.3253,0.6506,True,0.4796,0.9591
183,78,242,79,PRIZIVNIKI,35,9,10,0.625,0.134,32.72,0.231,0.307,26.89,0.1898,0.61,0.3252,0.9291,False,0.3951,1.1288
184,451,202,423,LIGHT RIFLES (AT-4),60,9,9,0.5625,0.162,39.2,0.2767,0.376,39.2,0.2767,3.82,0.3249,0.5415,False,0.4213,0.7022
185,515,203,491,LIGHT RIFLES (Dragon),65,9,9,0.5625,0.162,39.2,0.2767,0.376,39.2,0.2767,1.98,0.3249,0.4998,False,0.4213,0.6482
186,516,204,492,LIGHT RIFLES (RCL),65,9,9,0.5625,0.162,39.2,0.2767,0.376,39.2,0.2767,1.06,0.3249,0.4998,False,0.4213,0.6482
187,129,101,52,RESERVISTES SAPEURS,40,10,10,0.625,0.133,32.24,0.2276,0.449,53.62,0.3785,0.97,0.3243,0.8108,True,0.4966,1.2414
188,186,22,33,OMON,45,7,8,0.5,0.196,42.67,0.3012,0.722,99.76,0.7043,0,0.3232,0.7183,True,0.641,1.4243
189,189,116,98,ŽENISTÉ (LPO),45,7,8,0.5,0.196,42.0,0.2965,0.41,84.02,0.5931,0,0.3225,0.7167,True,0.4781,1.0625
190,462,207,428,AIRMOBILE,60,9,9,0.5625,0.163,35.73,0.2523,0.38,35.73,0.2523,4.49,0.3208,0.5346,False,0.4181,0.6969
191,388,208,343,MOT. AIRMOBILE,55,9,9,0.5625,0.163,35.73,0.2523,0.38,35.73,0.2523,1.8,0.3208,0.5832,False,0.4181,0.7603
192,525,71,286,Fs-SPRENGTAUCHER,65,8,8,0.5,0.211,35.9,0.2534,0.587,61.72,0.4357,0,0.3208,0.4936,True,0.5262,0.8095
193,275,209,256,GUARDS (CarlG),50,9,9,0.5625,0.163,35.73,0.2523,0.38,35.73,0.2523,1.8,0.3208,0.6415,False,0.4181,0.8363
491,634,449,578,GUARDS,45,9,9,0.5625,0.163,35.73,0.2523,0.38,35.73,0.2523,2.39,0.3208,0.7128,False,0.4181,0.9292
195,389,72,154,PARA. ENGINEERS,55,9,9,0.5625,0.163,35.73,0.2523,0.55,57.72,0.4075,0,0.3208,0.5832,True,0.5257,0.9559
520,276,479,257,MOT. RIFLES,50,9,9,0.5625,0.163,35.73,0.2523,0.38,35.73,0.2523,1.8,0.3208,0.6415,False,0.4181,0.8363
197,555,109,431,DESANT. USILENNIE,70,9,9,0.5625,0.163,35.73,0.2523,0.514,42.04,0.2968,4.78,0.3208,0.4582,True,0.4873,0.6962
198,593,282,587,DELTA,75,5,6,0.375,0.237,58.53,0.4132,0.403,40.62,0.2868,2.54,0.3206,0.4275,True,0.3701,0.4934
363,607,260,523,FALLSCHIRMJÄGER,65,8,8,0.5,0.214,34.88,0.2462,0.538,41.03,0.2897,2.86,0.3204,0.493,True,0.4752,0.7311
200,556,121,459,FALLSCHIRMJÄGER (Metis),70,8,8,0.5,0.214,34.88,0.2462,0.538,41.03,0.2897,2.8,0.3204,0.4577,True,0.4752,0.6789
201,390,122,231,LUFTSTURM-JÄGER,55,8,8,0.5,0.214,34.88,0.2462,0.538,41.03,0.2897,2.86,0.3204,0.5826,True,0.4752,0.864
202,463,123,300,LUFTSTURM-JÄGER (Metis),60,8,8,0.5,0.214,34.88,0.2462,0.538,41.03,0.2897,2.8,0.3204,0.534,True,0.4752,0.792
203,527,110,361,AIRBORNE,65,9,9,0.5625,0.163,35.45,0.2502,0.513,41.7,0.2944,3.82,0.3202,0.4926,True,0.4864,0.7484
204,281,219,263,MECH. RIFLES (LAW),50,9,9,0.5625,0.158,35.59,0.2512,0.369,35.59,0.2512,2.39,0.3184,0.6368,False,0.413,0.826
205,468,220,444,MECH. RIFLES (DRAGON),60,9,9,0.5625,0.158,35.59,0.2512,0.369,35.59,0.2512,1.98,0.3184,0.5307,False,0.413,0.6883
206,142,313,217,JÄGER,40,9,9,0.5625,0.149,38.49,0.2717,0.267,26.82,0.1893,0,0.3183,0.7958,False,0.3547,0.8869
207,394,124,233,AERO-RIFLES,55,9,9,0.5625,0.154,35.73,0.2523,0.485,42.04,0.2968,2.39,0.3166,0.5757,True,0.4743,0.8624
208,531,125,392,AERO-RIFLES (DRAGON),65,9,9,0.5625,0.154,35.73,0.2523,0.485,42.04,0.2968,1.98,0.3166,0.4871,True,0.4743,0.7297
209,565,126,461,AIRBORNE (DRAGON),70,9,9,0.5625,0.154,35.73,0.2523,0.485,42.04,0.2968,1.98,0.3166,0.4523,True,0.4743,0.6776
210,284,228,275,LIGHT RIFLES (VIPER),50,9,9,0.5625,0.154,35.73,0.2523,0.358,35.73,0.2523,2.86,0.3166,0.6332,False,0.4085,0.8171
211,44,252,43,BEVEILIGING,30,9,9,0.5625,0.153,35.81,0.2528,0.317,35.81,0.2528,0,0.3165,1.0548,False,0.3902,1.3006
212,286,73,104,SAPERZY,50,9,9,0.5625,0.165,32.12,0.2268,0.554,53.48,0.3775,1.8,0.3163,0.6326,True,0.5218,1.0435
213,473,74,228,NIEB. BERETY SAPERZY,60,9,9,0.5625,0.165,32.12,0.2268,0.554,53.48,0.3775,1.57,0.3163,0.5272,True,0.5218,0.8696
214,288,218,261,PIECHOTA ,50,9,9,0.5625,0.165,32.12,0.2268,0.383,32.12,0.2268,1.57,0.3163,0.6326,False,0.4146,0.8291
215,600,340,610,DRAGON-PARAS,75,5,6,0.375,0.221,60.0,0.4236,0.334,43.01,0.3036,0,0.3154,0.4205,True,0.3423,0.4564
216,601,254,566,SAS PATROL,75,5,6,0.375,0.221,60.0,0.4236,0.381,61.18,0.4319,0,0.3154,0.4205,True,0.3891,0.5188
342,290,150,119,PIONIER,50,9,9,0.5625,0.152,35.03,0.2473,0.513,56.9,0.4017,0,0.3145,0.6291,True,0.5081,1.0163
218,148,244,134,FUSILEROS,40,9,9,0.5625,0.155,33.64,0.2375,0.333,33.64,0.2375,0,0.3143,0.7856,False,0.3944,0.9859
219,81,272,94,FR. POLIZEI-RESERVE,35,10,10,0.625,0.128,26.87,0.1897,0.267,26.87,0.1897,0.58,0.3142,0.8978,False,0.377,1.0772
220,407,232,383,AIR CAV. TROOPERS,55,9,9,0.5625,0.153,33.11,0.2338,0.356,33.11,0.2338,2.39,0.3125,0.5682,False,0.4039,0.7343
221,293,251,316,INFANTERIE (LAW),50,9,9,0.5625,0.153,33.05,0.2333,0.328,33.05,0.2333,2.39,0.3123,0.6246,False,0.3909,0.7819
222,605,372,613,SPETSNAZ GRU,75,6,6,0.375,0.261,44.88,0.3168,0.334,36.33,0.2565,4.03,0.3123,0.4164,True,0.3329,0.4439
223,298,320,421,JÆGERE,50,6,6,0.375,0.254,46.7,0.3297,0.369,38.47,0.2716,3.49,0.3117,0.6233,True,0.3515,0.703
224,629,321,616,LRS,80,6,6,0.375,0.254,46.7,0.3297,0.369,38.47,0.2716,3.49,0.3117,0.3896,True,0.3515,0.4394
225,538,131,402,SPADOCHRONIARZE (METIS),65,9,9,0.5625,0.153,32.27,0.2278,0.483,37.96,0.268,2.04,0.3115,0.4792,True,0.4679,0.7198
226,218,233,211,FUSILIER (RL-83),45,9,9,0.5625,0.153,32.27,0.2278,0.357,32.27,0.2278,1.29,0.3115,0.6922,False,0.4031,0.8958
227,157,234,121,FUSILIER ,40,9,9,0.5625,0.153,32.27,0.2278,0.357,32.27,0.2278,2.02,0.3115,0.7788,False,0.4031,1.0078
228,299,286,384,B.G.S.,50,9,9,0.5625,0.152,32.59,0.2301,0.275,32.59,0.2301,1.68,0.3114,0.6228,False,0.3665,0.7329
229,300,235,292,MOR. PEKHOTA (RPG-22),50,9,9,0.5625,0.151,32.27,0.2278,0.351,32.27,0.2278,2.76,0.3104,0.6208,False,0.4006,0.8011
230,413,236,395,MORSKAYA PEKHOTA,55,9,9,0.5625,0.151,32.27,0.2278,0.351,32.27,0.2278,1.83,0.3104,0.5644,False,0.4006,0.7283
231,486,134,327,DESANT. MOR. PEKHOTA,60,9,9,0.5625,0.151,32.27,0.2278,0.475,37.96,0.268,1.57,0.3104,0.5173,True,0.4644,0.774
232,414,135,252,DESANT. OCHRONA,55,9,9,0.5625,0.151,32.27,0.2278,0.475,37.96,0.268,1.8,0.3104,0.5644,True,0.4644,0.8444
233,226,96,83,PIONIERS,45,9,9,0.5625,0.151,32.12,0.2268,0.511,53.48,0.3775,0,0.3101,0.6892,True,0.5023,1.1163
234,301,97,125,DESANT. SAPERZY,50,9,9,0.5625,0.151,32.12,0.2268,0.511,53.48,0.3775,0,0.3101,0.6203,True,0.5023,1.0047
235,8,166,7,RES. GENIE,25,8,8,0.5,0.172,40.44,0.2855,0.41,60.64,0.4281,0,0.3094,1.2377,True,0.4452,1.781
236,91,808,725,FLA-MG ZPU-4,35,1,4,0.25,0.258,73.68,0.5202,0,0,0.0,0,0.3076,0.8788,False,0.0875,0.25
237,544,227,500,AIRMOBILE SCOUTS,65,8,8,0.5,0.172,39.18,0.2766,0.399,39.18,0.2766,2.39,0.3076,0.4732,False,0.41,0.6308
238,491,138,329,FALLSCHIRMJÄGER (s.MG),60,7,7,0.4375,0.221,38.84,0.2742,0.545,45.7,0.3226,3.49,0.3075,0.5124,True,0.4629,0.7716
239,493,196,411,KAMPFSCHWIMMER,60,6,6,0.375,0.231,50.76,0.3583,0.46,62.07,0.4382,0,0.3071,0.5118,True,0.426,0.71
240,163,141,62,MOR. SAPERI (RPO),40,6,5,0.3125,0.236,64.47,0.4551,0.541,75.84,0.5354,0,0.3067,0.7668,True,0.4598,1.1496
241,164,142,63,DESANT. SAPERI (RPO),40,6,5,0.3125,0.236,64.47,0.4551,0.541,75.84,0.5354,0,0.3067,0.7668,True,0.4598,1.1496
242,633,308,612,FERNSPAHER,80,6,6,0.375,0.231,50.38,0.3557,0.364,42.8,0.3021,3.49,0.3064,0.383,True,0.3556,0.4445
243,618,355,611,SPEZIALAUFKLÄRER,75,6,6,0.375,0.231,50.0,0.353,0.325,42.35,0.299,3.49,0.3058,0.4077,True,0.3372,0.4496
244,545,356,567,RT SHPz,65,6,6,0.375,0.231,50.0,0.353,0.325,42.35,0.299,3.49,0.3058,0.4705,True,0.3372,0.5187
245,498,215,435,GREEN BERETS,60,6,6,0.375,0.259,40.7,0.2873,0.479,48.54,0.3427,5.4,0.3051,0.5084,True,0.4155,0.6926
246,428,300,484,MOT.-SCHÜTZEN (SVD),55,8,8,0.5,0.16,41.0,0.2894,0.319,29.33,0.2071,2.39,0.3047,0.5541,False,0.36,0.6546
247,169,240,133,N.G. RIFLES (LAW),40,9,9,0.5625,0.135,33.11,0.2338,0.338,33.11,0.2338,2.17,0.3045,0.7612,False,0.3958,0.9896
248,96,243,80,RESERVISTES,35,9,9,0.5625,0.135,32.27,0.2278,0.339,32.27,0.2278,1.17,0.3032,0.8662,False,0.3948,1.128
388,501,157,255,PIONIER (Flam.),60,8,9,0.5625,0.136,31.83,0.2247,0.46,72.06,0.5087,0,0.3031,0.5051,True,0.5055,0.8425
250,244,133,110,TERRIERS PIONEERS,45,9,9,0.5625,0.142,29.53,0.2084,0.44,50.42,0.356,0,0.3025,0.6722,True,0.466,1.0355
251,331,316,415,BEVEILIGING CMG,50,7,7,0.4375,0.198,42.67,0.3012,0.31,42.67,0.3012,0.97,0.3025,0.6049,False,0.3528,0.7056
252,435,276,465,EXPLORADORES,55,9,9,0.5625,0.141,29.68,0.2095,0.295,29.68,0.2095,1.68,0.3021,0.5492,False,0.3716,0.6757
253,436,277,466,JÄGER AUFKL.,55,9,9,0.5625,0.141,29.68,0.2095,0.295,29.68,0.2095,1.72,0.3021,0.5492,False,0.3716,0.6757
254,333,278,367,JÄGER (CarlG),50,9,9,0.5625,0.141,29.68,0.2095,0.295,29.68,0.2095,1.8,0.3021,0.6041,False,0.3716,0.7433
255,334,279,368,JÄGER (PzF),50,9,9,0.5625,0.141,29.68,0.2095,0.295,29.68,0.2095,1.72,0.3021,0.6041,False,0.3716,0.7433
256,335,280,369,PZ.GRENADIER (M113),50,9,9,0.5625,0.141,29.68,0.2095,0.295,29.68,0.2095,1.72,0.3021,0.6041,False,0.3716,0.7433
257,507,221,445,DSh. KOM.,60,7,7,0.4375,0.196,42.67,0.3012,0.418,50.74,0.3582,2.76,0.3014,0.5023,True,0.4128,0.6881
258,622,383,623,RANGERS LDR.,75,5,6,0.375,0.22,50.31,0.3551,0.314,33.91,0.2394,1.36,0.3013,0.4017,True,0.3206,0.4275
259,338,285,372,INFANTERIE,50,9,9,0.5625,0.139,29.38,0.2074,0.292,29.38,0.2074,1.8,0.3011,0.6022,False,0.3699,0.7398
260,553,165,451,AERO-RIFLES LDR.,65,9,9,0.5625,0.139,28.8,0.2033,0.444,34.43,0.2431,2.39,0.3001,0.4616,True,0.4452,0.6849
261,344,128,156,SAPEURS (Flam.),50,7,8,0.5,0.166,35.37,0.2497,0.417,76.22,0.5381,0,0.2996,0.5991,True,0.4703,0.9407
262,445,261,434,MOTORISED SCOUTS,55,8,8,0.5,0.163,35.75,0.2524,0.346,35.75,0.2524,1.8,0.2988,0.5433,False,0.381,0.6928
263,108,752,711,BOFORS L70,35,1,4,0.25,0.168,96.0,0.6777,0,0,0.0,0,0.2987,0.8533,False,0.0875,0.25
264,109,762,716,CAA 40/70 P-87,35,1,4,0.25,0.168,96.0,0.6777,0,0,0.0,0,0.2987,0.8533,False,0.0875,0.25
265,110,766,717,LVK M/70 40mm,35,1,4,0.25,0.168,96.0,0.6777,0,0,0.0,0,0.2987,0.8533,False,0.0875,0.25
266,780,310,749,REZ. Br-5M 280mm,150,0,8,0.5,0.14,42.9,0.3029,0.265,42.9,0.3029,0,0.2986,0.1991,False,0.3549,0.2366
267,349,257,330,N.G. RIFLES (DRAGON),50,9,9,0.5625,0.129,30.96,0.2185,0.323,30.96,0.2185,1.85,0.2986,0.5972,False,0.3858,0.7715
268,350,258,331,N.G. RIFLES (M67),50,9,9,0.5625,0.129,30.96,0.2185,0.323,30.96,0.2185,0.95,0.2986,0.5972,False,0.3858,0.7715
269,641,189,550,FORMOZA,80,6,6,0.375,0.236,43.2,0.305,0.446,69.65,0.4917,3.49,0.2985,0.3731,True,0.4303,0.5378
270,351,190,235,FRØMÆND,50,6,6,0.375,0.236,43.2,0.305,0.446,69.65,0.4917,2.54,0.2985,0.597,True,0.4303,0.8605
271,446,191,315,PSSE-B,55,6,6,0.375,0.236,43.2,0.305,0.446,69.65,0.4917,5.4,0.2985,0.5428,True,0.4303,0.7823
272,595,270,549,DESANT. ROZP. SPECJALNE,70,6,6,0.375,0.236,43.2,0.305,0.39,50.82,0.3588,2.86,0.2985,0.4265,True,0.3784,0.5405
273,558,427,606,MOR. 2B9 82mm,65,1,2,0.125,0.195,117.14,0.8269,0.195,117.14,0.8269,0,0.297,0.4569,False,0.297,0.4569
274,559,428,607,DESANT. 2B9 WASILOK,65,1,2,0.125,0.195,117.14,0.8269,0.195,117.14,0.8269,0,0.297,0.4569,False,0.297,0.4569
275,560,429,608,DESANT. 2B9 VASILEK,65,1,2,0.125,0.195,117.14,0.8269,0.195,117.14,0.8269,0,0.297,0.4569,False,0.297,0.4569
276,523,430,584,2B9 VASILEK,60,1,2,0.125,0.195,117.14,0.8269,0.195,117.14,0.8269,0,0.297,0.495,False,0.297,0.495
277,113,281,99,NATRES,35,9,9,0.5625,0.127,29.53,0.2084,0.294,29.53,0.2084,2.17,0.2955,0.8443,False,0.371,1.06
278,175,283,169,HEIMAT-JÄGER,40,9,9,0.5625,0.126,29.68,0.2095,0.292,29.68,0.2095,1.66,0.2954,0.7386,False,0.3701,0.9253
279,262,284,266,HEIMAT-AUFKLÄRER,45,9,9,0.5625,0.126,29.68,0.2095,0.292,29.68,0.2095,1.6,0.2954,0.6565,False,0.3701,0.8225
280,465,346,508,PANZERMATROSEN,55,8,8,0.5,0.145,37.53,0.265,0.285,25.87,0.1826,1.83,0.2933,0.5333,False,0.3399,0.618
281,384,352,467,GVARDEITSY (SVD),50,8,8,0.5,0.143,37.53,0.265,0.28,25.87,0.1826,2.76,0.2922,0.5844,False,0.3373,0.6747
282,385,357,469,CHASSEURS,50,8,8,0.5,0.143,37.39,0.264,0.279,25.72,0.1816,1.68,0.2919,0.5838,False,0.337,0.6739
286,65,795,697,M55 Maxson,30,1,4,0.25,0.239,68.42,0.483,0,0,0.0,0,0.2919,0.9729,False,0.0875,0.2917
284,63,793,695,"FIRLING 12,7mm",30,1,4,0.25,0.239,68.42,0.483,0,0,0.0,0,0.2919,0.9729,False,0.0875,0.2917
286,65,795,697,M55 Maxson,30,1,4,0.25,0.239,68.42,0.483,0,0,0.0,0,0.2919,0.9729,False,0.0875,0.2917
286,65,795,697,M55 Maxson,30,1,4,0.25,0.239,68.42,0.483,0,0,0.0,0,0.2919,0.9729,False,0.0875,0.2917
287,386,358,470,SPAHIS,50,8,8,0.5,0.143,37.39,0.264,0.279,25.72,0.1816,1.68,0.2919,0.5838,False,0.337,0.6739
288,567,359,568,HUSSARDS-PARA.,65,8,8,0.5,0.143,37.39,0.264,0.279,25.72,0.1816,4.72,0.2919,0.4491,False,0.337,0.5184
289,568,360,569,RAZVEDKA PV KGB,65,8,8,0.5,0.143,37.39,0.264,0.279,25.72,0.1816,0,0.2919,0.4491,False,0.337,0.5184
290,466,361,511,POGRANVOISKA KGB,55,8,8,0.5,0.143,37.39,0.264,0.279,25.72,0.1816,2.76,0.2919,0.5308,False,0.337,0.6127
291,469,269,442,MECH. RIFLES (C6),55,8,8,0.5,0.148,35.15,0.2482,0.345,35.15,0.2482,1.8,0.2913,0.5296,False,0.3797,0.6903
292,471,292,478,VELITEL STŘELCŮ,55,8,8,0.5,0.159,31.2,0.2203,0.324,31.67,0.2236,2.39,0.2906,0.5283,False,0.3656,0.6647
293,182,317,222,INFANTERI,40,8,8,0.5,0.154,32.67,0.2306,0.292,32.67,0.2306,1.8,0.2904,0.7259,False,0.3524,0.881
294,609,318,576,PANSERINFANTERIFØRER,70,8,8,0.5,0.154,32.67,0.2306,0.292,32.67,0.2306,0,0.2904,0.4148,False,0.3524,0.5034
295,392,262,342,MOT.-SCHÜTZEN (BTR),50,8,8,0.5,0.153,32.53,0.2297,0.355,32.53,0.2297,2.02,0.2896,0.5792,False,0.3807,0.7615
296,476,263,436,MOT.-SCHÜTZEN (Metis),55,8,8,0.5,0.153,32.53,0.2297,0.355,32.53,0.2297,2.04,0.2896,0.5266,False,0.3807,0.6922
297,477,264,437,MOT.-SCHÜTZEN (Strela),55,8,8,0.5,0.153,32.53,0.2297,0.355,32.53,0.2297,2.39,0.2896,0.5266,False,0.3807,0.6922
298,478,265,438,RES. PARA-COMMANDO,55,8,8,0.5,0.153,32.53,0.2297,0.355,32.53,0.2297,2.02,0.2896,0.5266,False,0.3807,0.6922
768,698,694,640,ECLAIREURS,55,8,8,0.5,0.153,32.53,0.2297,0.355,32.53,0.2297,1.29,0.2896,0.5266,False,0.3807,0.6922
300,71,259,46,REZ. PULEMETCHIKI,30,8,8,0.5,0.141,35.57,0.2511,0.352,35.57,0.2511,0,0.2886,0.9619,False,0.3837,1.2791
301,122,333,132,GENDARMES DE L'AIR,35,8,8,0.5,0.149,32.38,0.2286,0.28,32.38,0.2286,0,0.2876,0.8218,False,0.3466,0.9902
302,398,176,225,ASSAULT PIONEERS (Carl.G),50,8,8,0.5,0.148,32.53,0.2297,0.465,38.27,0.2702,1.8,0.2874,0.5748,True,0.4383,0.8766
303,279,117,100,ASSAULT PIONEERS,45,8,8,0.5,0.148,32.53,0.2297,0.501,53.96,0.3809,0,0.2874,0.6387,True,0.4767,1.0593
304,582,177,468,PARAS,65,8,8,0.5,0.148,32.53,0.2297,0.465,38.27,0.2702,4.49,0.2874,0.4422,True,0.4383,0.6743
305,481,273,453,RIFLES,55,8,8,0.5,0.148,32.53,0.2297,0.344,32.53,0.2297,4.49,0.2874,0.5226,False,0.3756,0.6829
306,613,178,506,PARA. SCOUTS,70,8,8,0.5,0.148,32.53,0.2297,0.465,38.27,0.2702,2.39,0.2874,0.4106,True,0.4383,0.6261
307,483,374,517,VELITEL POHRANIČNÍKŮ,55,8,8,0.5,0.143,34.07,0.2405,0.279,22.4,0.1581,0,0.2872,0.5223,False,0.3323,0.6042
308,280,375,377,MOTOSTRELKI MVD (SVD),45,8,8,0.5,0.143,34.07,0.2405,0.279,22.4,0.1581,1.57,0.2872,0.6383,False,0.3323,0.7385
309,484,365,514,PIECHOTA DOW.,55,8,8,0.5,0.143,34.07,0.2405,0.284,22.87,0.1614,1.8,0.2872,0.5223,False,0.3351,0.6093
310,539,271,502,AIRMOBILE LDR.,60,8,8,0.5,0.147,32.24,0.2276,0.348,32.71,0.2309,0,0.2869,0.4781,False,0.3777,0.6295
311,188,274,162,CHASSEURS ARDENNAIS,40,8,8,0.5,0.147,32.24,0.2276,0.343,32.24,0.2276,2.02,0.2869,0.7172,False,0.3749,0.9372
312,190,301,209,GENDARMES MOBILES,40,8,8,0.5,0.147,32.14,0.2269,0.308,32.14,0.2269,0.82,0.2864,0.7161,False,0.359,0.8975
313,194,378,262,REZERVISTI (SVD),40,8,8,0.5,0.126,37.53,0.265,0.265,25.87,0.1826,2.51,0.2845,0.7113,False,0.3308,0.827
314,408,291,386,USMC AERO-RIFLEMEN,50,8,8,0.5,0.139,32.53,0.2297,0.322,32.53,0.2297,2.39,0.2833,0.5666,False,0.366,0.732
315,409,322,422,DESANT. MOR. RAZVEDKA,50,6,6,0.375,0.202,43.23,0.3052,0.329,50.86,0.3591,1.06,0.2833,0.5666,True,0.3512,0.7025
316,412,127,157,SAPERZY ZWIADOWCY,50,8,8,0.5,0.147,28.92,0.2042,0.5,49.71,0.351,0,0.2822,0.5644,True,0.4703,0.9406
317,131,387,177,GARDES REPUBLICAINS (FR-F1),35,8,8,0.5,0.131,34.07,0.2405,0.251,22.4,0.1581,0,0.2818,0.8053,False,0.3197,0.9136
318,658,294,609,SPETSRAZVEDKA,80,8,8,0.5,0.131,34.07,0.2405,0.34,26.35,0.186,3.92,0.2818,0.3523,True,0.3652,0.4566
319,76,801,698,"PLČK vz.53 12,7mm",30,1,4,0.25,0.228,65.0,0.4589,0,0,0.0,0,0.2817,0.9388,False,0.0875,0.2917
320,588,332,557,FORCE RECON,65,5,6,0.375,0.172,51.52,0.3637,0.378,32.37,0.2286,3.49,0.2814,0.4329,True,0.3471,0.534
321,496,295,483,MECH. RECCE,55,8,8,0.5,0.136,31.83,0.2247,0.317,31.83,0.2247,1.8,0.2812,0.5113,False,0.3625,0.659
322,415,296,398,MECH. RIFLES,50,8,8,0.5,0.136,31.83,0.2247,0.317,31.83,0.2247,1.8,0.2812,0.5624,False,0.3625,0.7249
323,589,293,540,MARSOUINS ECLAIREURS,65,8,8,0.5,0.136,31.83,0.2247,0.322,32.3,0.228,4.72,0.2812,0.4326,False,0.3653,0.562
324,497,334,503,FUSILEROS (BMR) MANDO,55,8,8,0.5,0.141,29.96,0.2115,0.283,30.43,0.2148,0,0.2806,0.5102,False,0.3453,0.6278
325,417,319,418,FUSILIERS,50,8,8,0.5,0.139,30.19,0.2131,0.299,30.19,0.2131,2.39,0.2801,0.5602,False,0.3522,0.7043
326,136,756,712,FLAK S-60 57mm,35,1,4,0.25,0.193,73.69,0.5202,0,0,0.0,0,0.2786,0.796,False,0.0875,0.25
328,138,758,714,AZP S-60 57mm,35,1,4,0.25,0.193,73.69,0.5202,0,0,0.0,0,0.2786,0.796,False,0.0875,0.25
328,138,758,714,AZP S-60 57mm,35,1,4,0.25,0.193,73.69,0.5202,0,0,0.0,0,0.2786,0.796,False,0.0875,0.25
329,139,761,715,BOFORS 57mm m/54,35,1,4,0.25,0.193,73.69,0.5202,0,0,0.0,0,0.2786,0.796,False,0.0875,0.25
330,140,800,724,PLK čs 57mm,35,1,4,0.25,0.193,73.69,0.5202,0,0,0.0,0,0.2786,0.796,False,0.0875,0.25
331,421,146,176,PIO.AUFK.-TAUCHER,50,8,8,0.5,0.138,29.07,0.2052,0.471,49.88,0.3521,0,0.2782,0.5563,True,0.4572,0.9144
332,502,216,354,DSh. (Metis),55,8,8,0.5,0.136,29.07,0.2052,0.427,34.2,0.2414,2.04,0.2771,0.5037,True,0.4154,0.7552
334,424,149,181,RAZVEDKA SAPERI,50,8,8,0.5,0.136,29.07,0.2052,0.463,49.88,0.3521,0,0.2771,0.5541,True,0.4537,0.9075
334,424,149,181,RAZVEDKA SAPERI,50,8,8,0.5,0.136,29.07,0.2052,0.463,49.88,0.3521,0,0.2771,0.5541,True,0.4537,0.9075
335,305,302,296,GVARDEITSY,45,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,1.83,0.2771,0.6157,False,0.358,0.7956
336,425,303,404,GVARDEITSY (Metis),50,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,2.04,0.2771,0.5541,False,0.358,0.716
337,306,304,297,MOTOSTRELKI,45,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,1.83,0.2771,0.6157,False,0.358,0.7956
338,307,305,298,MOTOSTRELKI (RPG-26),45,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,3.92,0.2771,0.6157,False,0.358,0.7956
340,427,307,406,MOTOSTRELKI (Metis),50,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,2.04,0.2771,0.5541,False,0.358,0.716
340,427,307,406,MOTOSTRELKI (Metis),50,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,2.04,0.2771,0.5541,False,0.358,0.716
341,217,344,242,TERRIERS ,40,8,8,0.5,0.137,28.62,0.202,0.278,28.62,0.202,2.39,0.2771,0.6928,False,0.3406,0.8515
342,290,150,119,PIONIER,40,8,8,0.5,0.135,28.92,0.2042,0.462,49.71,0.351,0,0.2768,0.692,True,0.4533,1.1332
