CombatRank,ValueRank,ShockRank,ShockValueRank,Unit,Cost,SmallArms,HP,NormalizedHP,EffectiveDPS,Suppression,NormalizedSuppression,ShockDPS,ShockSuppression,ShockNormalizedSuppression,ATScore,CombatScore,ValueScore,IsShock,ShockCombatScore,ShockValueScore
167,285,89,249,PARAS,65,8,8,0.5,0.148,32.53,0.2297,0.465,38.27,0.2702,4.49,0.2874,0.4422,True,0.4383,0.6743
168,229,157,234,RIFLES,55,8,8,0.5,0.148,32.53,0.2297,0.344,32.53,0.2297,4.49,0.2874,0.5226,False,0.3756,0.6829
169,301,90,274,PARA. SCOUTS,70,8,8,0.5,0.148,32.53,0.2297,0.465,38.27,0.2702,2.39,0.2874,0.4106,True,0.4383,0.6261
170,84,238,177,MOTOSTRELKI MVD (SVD),45,8,8,0.5,0.143,34.07,0.2405,0.279,22.4,0.1581,1.57,0.2872,0.6383,False,0.3323,0.7385
171,38,158,35,CHASSEURS ARDENNAIS,40,8,8,0.5,0.147,32.24,0.2276,0.343,32.24,0.2276,2.02,0.2869,0.7172,False,0.3749,0.9372
172,39,183,55,GENDARMES MOBILES,40,8,8,0.5,0.147,32.14,0.2269,0.308,32.14,0.2269,0.82,0.2864,0.7161,False,0.359,0.8975
173,42,241,98,REZERVISTI (SVD),40,8,8,0.5,0.126,37.53,0.265,0.265,25.87,0.1826,2.51,0.2845,0.7113,False,0.3308,0.827
174,177,174,186,USMC AERO-RIFLEMEN,50,8,8,0.5,0.139,32.53,0.2297,0.322,32.53,0.2297,2.39,0.2833,0.5666,False,0.366,0.732
175,178,199,213,DESANT. MOR. RAZVEDKA,50,6,6,0.375,0.202,43.23,0.3052,0.329,50.86,0.3591,1.06,0.2833,0.5666,True,0.3512,0.7025
176,329,176,328,SPETSRAZVEDKA,80,8,8,0.5,0.131,34.07,0.2405,0.34,26.35,0.186,3.92,0.2818,0.3523,True,0.3652,0.4566
177,289,207,307,FORCE RECON,65,5,6,0.375,0.172,51.52,0.3637,0.378,32.37,0.2286,3.49,0.2814,0.4329,True,0.3471,0.534
178,240,177,258,MECH. RECCE,55,8,8,0.5,0.136,31.83,0.2247,0.317,31.83,0.2247,1.8,0.2812,0.5113,False,0.3625,0.659
179,181,178,194,MECH. RIFLES,50,8,8,0.5,0.136,31.83,0.2247,0.317,31.83,0.2247,1.8,0.2812,0.5624,False,0.3625,0.7249
180,290,175,294,MARSOUINS ECLAIREURS,65,8,8,0.5,0.136,31.83,0.2247,0.322,32.3,0.228,4.72,0.2812,0.4326,False,0.3653,0.562
181,182,196,209,FUSILIERS,50,8,8,0.5,0.139,30.19,0.2131,0.299,30.19,0.2131,2.39,0.2801,0.5602,False,0.3522,0.7043
182,243,116,159,DSh. (Metis),55,8,8,0.5,0.136,29.07,0.2052,0.427,34.2,0.2414,2.04,0.2771,0.5037,True,0.4154,0.7552
183,102,184,121,GVARDEITSY,45,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,1.83,0.2771,0.6157,False,0.358,0.7956
184,186,185,200,GVARDEITSY (Metis),50,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,2.04,0.2771,0.5541,False,0.358,0.716
185,103,186,122,MOTOSTRELKI,45,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,1.83,0.2771,0.6157,False,0.358,0.7956
186,104,187,123,MOTOSTRELKI (RPG-26),45,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,3.92,0.2771,0.6157,False,0.358,0.7956
188,188,189,202,MOTOSTRELKI (Metis),50,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,2.04,0.2771,0.5541,False,0.358,0.716
188,188,189,202,MOTOSTRELKI (Metis),50,8,8,0.5,0.136,29.07,0.2052,0.315,29.07,0.2052,2.04,0.2771,0.5541,False,0.358,0.716
189,49,214,83,TERRIERS ,40,8,8,0.5,0.137,28.62,0.202,0.278,28.62,0.202,2.39,0.2771,0.6928,False,0.3406,0.8515
190,51,216,87,INFANTERI (PNÆV),40,8,8,0.5,0.136,28.77,0.2031,0.275,28.77,0.2031,2.39,0.2767,0.6918,False,0.3394,0.8484
191,56,194,64,GARDES REPUBLICAINS,40,8,8,0.5,0.132,28.92,0.2042,0.306,28.92,0.2042,0.82,0.275,0.6876,False,0.3535,0.8839
192,274,127,243,PARA-COMMANDO (RL),60,8,8,0.5,0.13,28.72,0.2027,0.409,33.78,0.2385,2.02,0.274,0.4566,True,0.4066,0.6776
193,196,128,115,PARA-COMMANDO,50,8,8,0.5,0.13,28.72,0.2027,0.409,33.78,0.2385,2.02,0.274,0.5479,True,0.4066,0.8131
194,59,192,61,MOTOSTRELKI MVD,40,8,8,0.5,0.137,25.6,0.1807,0.319,25.6,0.1807,2.02,0.2729,0.6822,False,0.3548,0.887
195,119,193,133,ALASKAN CAV. SCOUTS,45,8,8,0.5,0.122,29.91,0.2112,0.304,29.91,0.2112,0.95,0.2719,0.6043,False,0.3541,0.7869
196,123,245,205,PIECHOTA ZMECH. (SVD),45,7,7,0.4375,0.146,37.51,0.2648,0.287,25.84,0.1825,1.57,0.2717,0.6039,False,0.3188,0.7085
197,128,107,37,INGENIØRER,45,8,8,0.5,0.127,26.82,0.1893,0.397,47.24,0.3335,2.39,0.2699,0.5997,True,0.4203,0.934
198,298,145,284,FALLSCHIRMJÄGER,65,8,8,0.5,0.127,26.82,0.1893,0.361,31.55,0.2228,5.57,0.2699,0.4152,True,0.3819,0.5875
199,207,232,253,FALLSCHIRM-RESERVISTEN,50,8,8,0.5,0.127,26.82,0.1893,0.267,26.82,0.1893,1.8,0.2699,0.5397,False,0.3329,0.6657
200,208,233,254,JINETES,50,8,8,0.5,0.127,26.82,0.1893,0.267,26.82,0.1893,4.78,0.2699,0.5397,False,0.3329,0.6657
201,129,234,174,FUSILEROS (BMR),45,8,8,0.5,0.127,26.82,0.1893,0.267,26.82,0.1893,4.78,0.2699,0.5997,False,0.3329,0.7397
202,130,235,175,PANSERINFANTERI,45,8,8,0.5,0.127,26.82,0.1893,0.267,26.82,0.1893,1.8,0.2699,0.5997,False,0.3329,0.7397
203,299,261,323,SEP/VLK,65,6,6,0.375,0.199,34.61,0.2444,0.284,35.17,0.2483,3.49,0.2698,0.4151,False,0.3086,0.4748
204,61,200,68,REZ. RAZVEDKA,40,8,8,0.5,0.119,29.07,0.2052,0.299,29.07,0.2052,1.46,0.2697,0.6743,False,0.3507,0.8766
205,26,201,22,REZERVISTI,35,8,8,0.5,0.119,29.07,0.2052,0.299,29.07,0.2052,1.46,0.2697,0.7706,False,0.3507,1.0019
206,277,179,281,DESANT. AFGANTSY,60,7,7,0.4375,0.139,37.8,0.2668,0.368,30.74,0.217,2.76,0.2692,0.4487,True,0.3621,0.6034
207,133,114,41,GENIE,45,8,8,0.5,0.125,26.52,0.1873,0.393,46.89,0.331,0.87,0.2689,0.5975,True,0.418,0.929
208,211,239,256,PANTSERVERKENNERS,50,8,8,0.5,0.125,26.52,0.1873,0.264,26.52,0.1873,1.8,0.2689,0.5378,False,0.3312,0.6623
209,257,152,229,TERRIERS PARAS (CarlG),55,8,8,0.5,0.125,26.52,0.1873,0.357,31.21,0.2203,1.8,0.2689,0.4889,True,0.3797,0.6903
210,212,153,155,TERRIERS PARAS,50,8,8,0.5,0.125,26.52,0.1873,0.357,31.21,0.2203,2.39,0.2689,0.5378,True,0.3797,0.7593
211,328,248,336,ESR-GVP,75,5,6,0.375,0.155,46.94,0.3314,0.33,26.99,0.1905,2.95,0.2674,0.3565,True,0.3178,0.4237
212,66,191,58,MECH. FUSILIER ,40,7,7,0.4375,0.149,32.65,0.2305,0.347,32.65,0.2305,2.02,0.2664,0.6659,False,0.3554,0.8885
213,142,208,151,N.G. CAV. SCOUTS (DRAGON),45,8,8,0.5,0.115,27.76,0.196,0.289,27.76,0.196,1.3,0.2661,0.5913,False,0.344,0.7645
214,67,209,77,N.G. CAV. SCOUTS (LAW),40,8,8,0.5,0.115,27.76,0.196,0.289,27.76,0.196,2.17,0.2661,0.6652,False,0.344,0.8601
215,284,230,295,SHPz,60,6,6,0.375,0.182,37.19,0.2625,0.364,27.28,0.1926,3.49,0.2655,0.4425,True,0.3334,0.5556
216,221,120,103,AIRBORNE GUNNERS,50,7,7,0.4375,0.144,32.37,0.2285,0.453,38.08,0.2688,2.39,0.2636,0.5272,True,0.4108,0.8216
217,149,121,46,DSh. PULEMETCHIKI,45,7,7,0.4375,0.144,32.37,0.2285,0.453,38.08,0.2688,2.39,0.2636,0.5858,True,0.4108,0.9129
218,150,202,138,GV. PULEMETCHIKI,45,7,7,0.4375,0.144,32.37,0.2285,0.335,32.37,0.2285,2.76,0.2636,0.5858,False,0.3495,0.7768
219,151,203,139,MOT.-SCHÜTZEN (s.MG),45,7,7,0.4375,0.144,32.37,0.2285,0.335,32.37,0.2285,2.39,0.2636,0.5858,False,0.3495,0.7768
221,153,205,141,PULEMETCHIKI,45,7,7,0.4375,0.144,32.37,0.2285,0.335,32.37,0.2285,2.76,0.2636,0.5858,False,0.3495,0.7768
221,153,205,141,PULEMETCHIKI,45,7,7,0.4375,0.144,32.37,0.2285,0.335,32.37,0.2285,2.76,0.2636,0.5858,False,0.3495,0.7768
222,154,206,142,GUNNERS,45,7,7,0.4375,0.144,32.37,0.2285,0.335,32.37,0.2285,2.39,0.2636,0.5858,False,0.3495,0.7768
223,223,122,104,DESANT. PULEMETCHIKI,50,7,7,0.4375,0.144,32.37,0.2285,0.453,38.08,0.2688,2.76,0.2636,0.5272,True,0.4108,0.8216
224,28,136,8,HJV INGENIØRER,35,8,8,0.5,0.109,24.81,0.1752,0.35,44.87,0.3168,0.87,0.2592,0.7404,True,0.3957,1.1304
225,167,217,160,DSh. (RPG-7),45,7,7,0.4375,0.127,34.33,0.2424,0.33,26.67,0.1883,2.02,0.2589,0.5752,True,0.3391,0.7536
226,11,240,12,LIDOVÁ MILICE,30,8,8,0.5,0.109,24.1,0.1702,0.272,24.1,0.1702,1.81,0.2579,0.8596,False,0.3312,1.1041
227,233,134,119,KOMANDOSI,50,6,6,0.375,0.183,31.36,0.2214,0.481,37.55,0.2651,2.22,0.2577,0.5154,True,0.4005,0.801
228,75,222,92,WACH. PANZERJÄGER,40,6,6,0.375,0.168,36.0,0.2541,0.325,42.35,0.299,3.67,0.2577,0.6442,True,0.3372,0.8429
229,234,211,235,MOT. PRŮZKUMNÍCI,50,7,7,0.4375,0.141,29.05,0.205,0.327,29.05,0.205,1.57,0.2574,0.5148,False,0.3413,0.6826
230,77,212,81,MOTOSTŘELCI (RPG7),40,7,7,0.4375,0.141,29.05,0.205,0.327,29.05,0.205,1.57,0.2574,0.6435,False,0.3413,0.8532
231,78,213,82,MOTOSTŘELCI,40,7,7,0.4375,0.141,29.05,0.205,0.327,29.05,0.205,2.39,0.2574,0.6435,False,0.3413,0.8532
232,83,218,90,MECH. FUSILIER (RL-83),40,7,7,0.4375,0.137,29.33,0.2071,0.319,29.33,0.2071,1.29,0.2563,0.6407,False,0.3382,0.8454
233,175,219,162,MOT.-SCHÜTZEN,45,7,7,0.4375,0.137,29.33,0.2071,0.319,29.33,0.2071,2.02,0.2563,0.5695,False,0.3382,0.7515
234,235,220,245,MOT.-SCHÜTZEN (RPG-27),50,7,7,0.4375,0.137,29.33,0.2071,0.319,29.33,0.2071,4.55,0.2563,0.5126,False,0.3382,0.6763
235,86,231,96,ARM. RIFLES,40,7,7,0.4375,0.132,29.33,0.2071,0.308,29.33,0.2071,2.39,0.2541,0.6352,False,0.333,0.8326
236,89,273,197,MOTOSTRELKI MVD (BMP),40,7,7,0.4375,0.125,30.87,0.2179,0.239,19.2,0.1355,1.8,0.2531,0.6328,False,0.288,0.7199
237,322,260,332,URSN RAZV.,70,6,6,0.375,0.166,33.2,0.2344,0.325,22.59,0.1595,3.49,0.2528,0.3611,True,0.3093,0.4418
238,190,244,204,USMC SECURITY,45,7,7,0.4375,0.115,30.87,0.2179,0.298,23.14,0.1633,3.82,0.2485,0.5522,True,0.3199,0.7109
239,253,242,263,ZMOT. ZWIAD,50,7,7,0.4375,0.13,25.72,0.1816,0.303,25.72,0.1816,1.57,0.2481,0.4962,False,0.3259,0.6517
240,99,243,113,PIECHOTA ZMECH.,40,7,7,0.4375,0.13,25.72,0.1816,0.303,25.72,0.1816,1.57,0.2481,0.6202,False,0.3259,0.8147
241,339,265,342,PARUSNIKI,75,6,6,0.375,0.153,33.2,0.2344,0.292,22.59,0.1595,5.47,0.2469,0.3291,True,0.2946,0.3929
242,254,266,283,WACH. AUFK.,50,6,6,0.375,0.153,33.2,0.2344,0.292,22.59,0.1595,4.03,0.2469,0.4937,True,0.2946,0.5893
243,199,246,206,MOT. AUFKLÄRER,45,7,7,0.4375,0.123,25.87,0.1826,0.285,25.87,0.1826,2.39,0.2448,0.5441,False,0.318,0.7067
244,107,247,124,SICHERUNGS,40,7,7,0.4375,0.123,25.87,0.1826,0.285,25.87,0.1826,2.39,0.2448,0.6121,False,0.318,0.7951
245,112,170,45,DSh. (RPG-16),40,7,7,0.4375,0.12,25.87,0.1826,0.378,30.43,0.2148,1.06,0.2437,0.6093,True,0.3663,0.9158
246,113,249,129,GVARDEITSY (BMP),40,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.02,0.2437,0.6093,False,0.3155,0.7886
247,258,171,185,DSh. MOT. RAZVEDKA,50,7,7,0.4375,0.12,25.87,0.1826,0.378,30.43,0.2148,3.92,0.2437,0.4874,True,0.3663,0.7326
249,203,251,216,MOT. RAZVEDKA,45,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.76,0.2437,0.5416,False,0.3155,0.701
249,203,251,216,MOT. RAZVEDKA,45,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.76,0.2437,0.5416,False,0.3155,0.701
250,45,252,51,MOTOSTRELKI (RPG-22),35,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.76,0.2437,0.6963,False,0.3155,0.9013
251,46,253,52,MOTOSTRELKI (RPG-7VS),35,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,1.8,0.2437,0.6963,False,0.3155,0.9013
252,114,254,130,MOTOSTRELKI (BMP),40,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.02,0.2437,0.6093,False,0.3155,0.7886
253,115,255,131,MOTOSTRELKI (RPG-27),40,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,4.55,0.2437,0.6093,False,0.3155,0.7886
254,47,256,53,REZ. MOR. PEKHOTA,35,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.39,0.2437,0.6963,False,0.3155,0.9013
255,283,172,252,DESANTNIKI (METIS),55,7,7,0.4375,0.12,25.87,0.1826,0.378,30.43,0.2148,2.04,0.2437,0.4431,True,0.3663,0.666
256,204,173,114,DESANTNIKI,45,7,7,0.4375,0.12,25.87,0.1826,0.378,30.43,0.2148,1.83,0.2437,0.5416,True,0.3663,0.814
257,206,258,222,USMC GUNNER,45,7,7,0.4375,0.116,26.71,0.1886,0.269,26.71,0.1886,2.39,0.2429,0.5399,False,0.312,0.6934
258,58,259,60,DRUZYNA PPANC.,35,7,7,0.4375,0.12,22.4,0.1581,0.279,22.4,0.1581,4.04,0.2388,0.6822,False,0.3104,0.887
259,137,181,54,DESANT. DRUZYNA PPANC.,40,7,7,0.4375,0.12,22.4,0.1581,0.378,26.35,0.186,4.04,0.2388,0.5969,True,0.3604,0.9009
260,138,275,217,RIFLES PATROL,40,6,7,0.4375,0.106,26.2,0.185,0.22,19.67,0.1388,2.39,0.2379,0.5947,False,0.28,0.7
261,140,269,188,PANTSERINFANTERIE,40,7,7,0.4375,0.111,23.67,0.1671,0.235,23.67,0.1671,1.8,0.2367,0.5917,False,0.2924,0.731
262,141,270,189,PANTSERINF. (DRAGON),40,7,7,0.4375,0.111,23.67,0.1671,0.235,23.67,0.1671,1.4,0.2367,0.5917,False,0.2924,0.731
263,60,271,95, PANTSERINF. (LAW),35,7,7,0.4375,0.111,23.67,0.1671,0.235,23.67,0.1671,2.39,0.2367,0.6762,False,0.2924,0.8354
264,231,262,257,GROUPE ANTICHAR,45,7,7,0.4375,0.108,22.4,0.1581,0.251,22.4,0.1581,9.43,0.2334,0.5186,False,0.2979,0.6619
277,64,290,84,TANK HUNTERS,35,7,7,0.4375,0.108,22.4,0.1581,0.251,22.4,0.1581,7.64,0.2334,0.6668,False,0.2979,0.8511
266,269,210,232,PARA. GROUPE ANTICHAR,50,7,7,0.4375,0.108,22.4,0.1581,0.34,26.35,0.186,9.43,0.2334,0.4667,True,0.3434,0.6867
267,159,264,167,PANZERJÄGER,40,7,7,0.4375,0.108,22.4,0.1581,0.251,22.4,0.1581,3.67,0.2334,0.5834,False,0.2979,0.7447
268,270,180,195,PARA. GUN GROUP,50,6,6,0.375,0.129,29.17,0.2059,0.405,34.31,0.2422,1.8,0.2303,0.4605,True,0.3617,0.7235
269,245,272,267,DESANTNIKI (BMD),45,6,6,0.375,0.112,31.13,0.2198,0.281,22.9,0.1617,2.02,0.2255,0.5011,True,0.2901,0.6446
270,251,268,262,DISMOUNT. TROOPERS,45,6,6,0.375,0.115,29.6,0.209,0.268,29.6,0.209,3.82,0.2249,0.4997,False,0.2937,0.6526
271,308,229,277,ECLAIREURS PARA-CMDO.,55,6,6,0.375,0.112,28.55,0.2015,0.351,33.59,0.2371,1.29,0.2218,0.4032,True,0.3367,0.6122
272,87,304,238,PZ.GRENADIER,35,6,6,0.375,0.107,29.91,0.2112,0.181,18.25,0.1288,1.72,0.2217,0.6334,False,0.2384,0.6813
273,34,306,158,HJV SPEJDERE,30,6,6,0.375,0.1,29.85,0.2108,0.156,18.19,0.1284,2.17,0.2184,0.728,False,0.227,0.7567
274,36,274,36,FIRE TEAM (LAW),30,6,6,0.375,0.108,26.13,0.1845,0.251,26.13,0.1845,2.39,0.2166,0.722,False,0.2809,0.9362
275,106,276,120,FIRE TEAM (AT-4),35,6,6,0.375,0.107,24.82,0.1752,0.249,24.82,0.1752,3.82,0.2145,0.613,False,0.2785,0.7959
276,213,277,219,FIRE TEAM (DRAGON),40,6,6,0.375,0.107,24.82,0.1752,0.249,24.82,0.1752,1.98,0.2145,0.5364,False,0.2785,0.6964
277,64,290,84,TANK HUNTERS,30,6,6,0.375,0.108,22.41,0.1582,0.217,22.41,0.1582,3.59,0.2114,0.7048,False,0.2608,0.8692
278,228,278,237,MARSOUINS INSTRUCT.,40,6,6,0.375,0.105,22.52,0.159,0.243,22.52,0.159,1.68,0.2101,0.5253,False,0.2725,0.6814
279,81,281,94,MOT. RIFLES,30,6,6,0.375,0.099,22.32,0.1575,0.23,22.32,0.1575,2.39,0.2073,0.6909,False,0.2663,0.8878
280,53,302,105,PANSERVÆRNSSKYTTER,30,6,6,0.375,0.102,21.05,0.1486,0.188,21.05,0.1486,3.59,0.2069,0.6898,False,0.2456,0.8188
281,54,279,50,N.G. FIRE TEAM (DRAGON),30,6,6,0.375,0.094,23.52,0.166,0.236,23.52,0.166,1.3,0.2069,0.6896,False,0.2706,0.9021
282,16,280,14,N.G. FIRE TEAM (LAW),25,6,6,0.375,0.094,23.52,0.166,0.236,23.52,0.166,2.17,0.2069,0.8276,False,0.2706,1.0825
283,144,283,156,CAV. TROOPERS (AT-4),35,6,6,0.375,0.1,21.36,0.1508,0.232,21.36,0.1508,3.82,0.2063,0.5893,False,0.2658,0.7593
284,145,284,157,CAV. TROOPERS (DRAGON),35,6,6,0.375,0.1,21.36,0.1508,0.232,21.36,0.1508,1.98,0.2063,0.5893,False,0.2658,0.7593
285,57,285,62,CAV. TROOPERS (LAW),30,6,6,0.375,0.1,21.36,0.1508,0.232,21.36,0.1508,2.39,0.2063,0.6875,False,0.2658,0.8859
286,273,292,288,ECLAIREURS PROV.,45,6,6,0.375,0.1,20.95,0.1479,0.213,20.95,0.1479,1.29,0.2058,0.4574,False,0.2565,0.5701
287,147,294,191,PZ.GRENADIER (CarlG),35,6,6,0.375,0.099,21.11,0.149,0.21,21.11,0.149,1.8,0.2054,0.587,False,0.2553,0.7295
288,155,282,154,PANCÉŘOVNÍCI,35,6,6,0.375,0.103,19.2,0.1355,0.239,19.2,0.1355,4.04,0.2047,0.5848,False,0.2661,0.7603
289,237,257,132,USMC ASSAULTMEN,40,4,4,0.25,0.155,33.63,0.2374,0.381,39.57,0.2793,2.13,0.2047,0.5118,True,0.315,0.7876
290,332,298,337,SPETSNAZ GRU (Stinger),60,4,4,0.25,0.182,24.7,0.1744,0.277,29.72,0.2098,6.47,0.2042,0.3403,True,0.254,0.4233
291,342,237,322,INZH. RAZVEDKA,70,6,6,0.375,0.093,19.2,0.1355,0.328,38.27,0.2702,1.57,0.2,0.2858,True,0.3327,0.4753
292,281,293,290,AT GROUP,45,6,6,0.375,0.093,19.2,0.1355,0.215,19.2,0.1355,8.98,0.2,0.4445,False,0.2553,0.5674
293,65,295,85,MOT. RIFLES (CarlG),30,6,6,0.375,0.093,19.2,0.1355,0.215,19.2,0.1355,1.8,0.2,0.6668,False,0.2553,0.8511
294,246,296,269,MOT. RIFLES (Eryx),40,6,6,0.375,0.093,19.2,0.1355,0.215,19.2,0.1355,3.12,0.2,0.5001,False,0.2553,0.6383
295,282,297,291,CAVALRY SCOUTS,45,6,6,0.375,0.093,19.2,0.1355,0.215,19.2,0.1355,1.98,0.2,0.4445,False,0.2553,0.5674
296,247,267,182,DESANT. ZWIADOWCY,40,6,6,0.375,0.093,19.2,0.1355,0.292,22.59,0.1595,1.8,0.2,0.5001,True,0.2943,0.7358
297,337,300,338,KCT VERKENNERS,60,4,4,0.25,0.157,28.8,0.2033,0.26,33.88,0.2392,3.49,0.199,0.3317,True,0.2522,0.4204
298,252,301,273,O.P. SPETSNAZ ,40,4,4,0.25,0.157,28.8,0.2033,0.26,33.88,0.2392,3.33,0.199,0.4975,True,0.2522,0.6306
299,73,307,171,TANKJAGERS,30,5,5,0.3125,0.112,23.71,0.1674,0.177,23.71,0.1674,3.59,0.1933,0.6442,False,0.2226,0.7419
300,74,305,144,PZ.VERNICHTUNGSGRUPPE,30,6,6,0.375,0.084,17.14,0.121,0.171,17.14,0.121,3.43,0.1933,0.6442,False,0.2326,0.7754
301,311,299,292,ROZP. SPECJALNE,45,4,4,0.25,0.129,22.71,0.1603,0.286,26.71,0.1886,2.86,0.1775,0.3946,True,0.2537,0.5639
302,248,286,165,AERO-FIRE TEAM (AT-4),35,5,5,0.3125,0.085,19.47,0.1374,0.267,22.9,0.1617,3.82,0.175,0.4999,True,0.2617,0.7477
303,287,287,260,AERO-FIRE TEAM (DRAGON),40,5,5,0.3125,0.085,19.47,0.1374,0.267,22.9,0.1617,1.98,0.175,0.4374,True,0.2617,0.6542
304,314,288,285,AB FIRE TEAM (DRAGON),45,5,5,0.3125,0.085,19.47,0.1374,0.267,22.9,0.1617,1.98,0.175,0.3888,True,0.2617,0.5815
305,288,289,261,AB FIRE TEAM (AT-4),40,5,5,0.3125,0.085,19.47,0.1374,0.267,22.9,0.1617,3.82,0.175,0.4374,True,0.2617,0.6542
306,318,291,286,VÝS. PRŮZKUMNÍCI,45,4,4,0.25,0.121,19.35,0.1366,0.308,23.42,0.1653,3.49,0.1693,0.3763,True,0.2591,0.5759
307,333,303,319,AB MP PATROL (M67),50,5,5,0.3125,0.077,16.0,0.113,0.243,18.82,0.1329,1.06,0.1667,0.3334,True,0.2453,0.4905
308,320,311,324,MP PATROL (M67),45,5,5,0.3125,0.077,16.0,0.113,0.18,16.0,0.113,1.06,0.1667,0.3704,False,0.2128,0.4728
309,312,313,310,GURKHA AT GROUP,40,4,4,0.25,0.092,19.23,0.1358,0.2,22.62,0.1597,8.98,0.1562,0.3905,True,0.2094,0.5234
310,22,331,48,TERRIERS AT GROUP,20,4,4,0.25,0.092,19.23,0.1358,0.148,19.23,0.1358,1.8,0.1562,0.7809,False,0.1811,0.9056
311,24,328,34,RESERV. ECLAIREURS,20,4,4,0.25,0.084,20.94,0.1479,0.156,20.94,0.1479,0.97,0.1548,0.7738,False,0.1875,0.9374
312,286,317,293,ZWIADOWCY,35,4,4,0.25,0.09,18.92,0.1336,0.184,18.92,0.1336,1.57,0.1546,0.4417,False,0.1968,0.5623
313,238,315,236,GUN GROUP,30,4,4,0.25,0.086,19.45,0.1373,0.199,19.45,0.1373,2.39,0.1535,0.5117,False,0.2047,0.6822
314,338,322,339,ROZP. SPECJALNE (GSR),45,3,3,0.1875,0.118,21.6,0.1525,0.195,25.41,0.1794,2.74,0.1493,0.3317,True,0.1892,0.4204
315,297,319,296,PRŮZKUMNÍCI,35,4,4,0.25,0.079,16.12,0.1138,0.183,16.12,0.1138,2.39,0.1457,0.4164,False,0.1928,0.5509
316,261,320,270,PATROUILLES,30,4,4,0.25,0.076,16.27,0.1148,0.178,16.27,0.1148,2.02,0.1448,0.4827,False,0.1904,0.6345
329,309,332,315,AUFKLÄRER,35,4,4,0.25,0.076,16.27,0.1148,0.178,16.27,0.1148,2.39,0.1448,0.4137,False,0.1904,0.5439
318,341,323,340,SCOUTS (LAW-80),45,4,4,0.25,0.074,16.27,0.1148,0.172,16.27,0.1148,4.49,0.1437,0.3193,False,0.1878,0.4173
319,323,308,297,DSh. RAZVEDKA,40,4,4,0.25,0.074,16.27,0.1148,0.233,19.14,0.1351,2.76,0.1437,0.3593,True,0.2191,0.5479
320,324,324,325,MOR. RAZVEDKA,40,4,4,0.25,0.074,16.27,0.1148,0.172,16.27,0.1148,2.76,0.1437,0.3593,False,0.1878,0.4695
322,303,326,304,RAZVEDKA,35,4,4,0.25,0.074,16.27,0.1148,0.172,16.27,0.1148,2.76,0.1437,0.4106,False,0.1878,0.5366
322,303,326,304,RAZVEDKA,35,4,4,0.25,0.074,16.27,0.1148,0.172,16.27,0.1148,2.76,0.1437,0.4106,False,0.1878,0.5366
323,304,327,305,SCOUTS,35,4,4,0.25,0.074,16.27,0.1148,0.172,16.27,0.1148,2.39,0.1437,0.4106,False,0.1878,0.5366
324,325,309,298,DESANT. RAZVEDKA,40,4,4,0.25,0.074,16.27,0.1148,0.233,19.14,0.1351,2.76,0.1437,0.3593,True,0.2191,0.5479
339,340,339,343,ECLAIREURS,35,4,4,0.25,0.074,16.12,0.1138,0.171,16.12,0.1138,1.68,0.1434,0.4098,False,0.1874,0.5355
326,326,330,326,LEGION. ECLAIREURS,40,4,4,0.25,0.074,16.12,0.1138,0.171,16.12,0.1138,1.68,0.1434,0.3586,False,0.1874,0.4686
327,327,310,299,PARA. ECLAIREURS,40,4,4,0.25,0.074,16.12,0.1138,0.232,18.97,0.1339,1.68,0.1434,0.3586,True,0.2187,0.5467
328,343,314,341,FALLSCHIRM. AUFK.,50,4,4,0.25,0.071,15.39,0.1086,0.206,18.11,0.1278,5.57,0.141,0.282,True,0.2058,0.4117
329,309,332,315,AUFKLÄRER,35,4,4,0.25,0.071,15.39,0.1086,0.152,15.39,0.1086,1.72,0.141,0.4029,False,0.1778,0.508
330,330,312,309,PATROUILLE PARA-CMDO.,40,4,4,0.25,0.068,15.92,0.1124,0.214,18.72,0.1322,2.02,0.1406,0.3515,True,0.2103,0.5259
331,331,334,333,VERKENNERS (AT),40,4,4,0.25,0.069,15.09,0.1066,0.149,15.09,0.1066,1.8,0.14,0.3501,False,0.1761,0.4402
332,310,335,316,VERKENNERS,35,4,4,0.25,0.069,15.09,0.1066,0.149,15.09,0.1066,2.39,0.14,0.4001,False,0.1761,0.5031
333,55,333,63,PATROUILLES PROV.,20,4,4,0.25,0.064,15.24,0.1076,0.151,15.24,0.1076,1.84,0.1377,0.6883,False,0.1772,0.8859
